title,authors,average_rating,isbn,# num_pages
Little Miss Scary,Roger Hargreaves-Adam Hargreaves,3.73,0749858524,32
Mr. Jelly and the Pirates,Roger Hargreaves-Adam Hargreaves,3.82,084312492X,32
Grandma Baa (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.12,0679801243,32
Bill Buzz (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.67,0679801154,32
Gary Grizzle (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.5,0679801251,32
Charlie Oink (Easy Peasy People),Roger Hargreaves-Gray Jolliffe,4.33,067980126X,32
Madame Je-Sais-Tout,Roger Hargreaves,3.75,2010189140,36
The Poppy Seed Cakes,Margery Clark-Maud Petersham-Miska Petersham,4.4,0385074573,158
Cloudy with a Chance of Meatballs,Judi Barrett-Ron Barrett-Linda Terheyden-Jerry Terheyden,4.16,0941078914,1
Cloudy with a Chance of Meatballs,Judi Barrett-Ron Barrett-Linda Terheyden-Jerry Terheyden,4.16,1591127017,1
Pickles To Pittsburgh (Cloudy with a Chance of Meatballs  #2),Judi Barrett-Ron Barrett,3.7,0439202248,32
Cloudy With a Chance of Meatballs,Judi Barrett-Ron Barrett,4.16,0689707495,32
The Wind Thief,Judi Barrett-Diane Dawson Hearn,3.8,0689305648,32
Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,Judi Barrett-Ron Barrett,4.1,1595191356,32
Beauty,Robin McKinley,4.05,0060753102,325
A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,0142302333,1008
Deerskin,Robin McKinley,3.89,0441012396,384
Sunshine,Robin McKinley,3.85,0515138819,405
Rose Daughter,Robin McKinley,3.77,0441005837,304
The Door in the Hedge,Robin McKinley,3.68,0698119606,224
The Blue Sword,Robin McKinley,4.23,0141311886,272
The Stone Fey,Robin McKinley-John Clapp,3.35,0152000178,64
Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.24,0451528824,320
Anne of Green Gables,L.M. Montgomery-Barbara Caruso,4.24,1419326961,9
The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.81,0553560689,403
Anne of Avonlea,L.M. Montgomery-Clare Sieffert,4.22,0448400634,315
The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,0679729976,685
The Gift,Vladimir Nabokov-Michael Scammell-Dmitri Nabokov,4.0,0141185872,406
Lectures on Literature,Vladimir Nabokov-Fredson Bowers-John Updike,4.33,0156027755,385
Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak  Memory,Vladimir Nabokov-Brian Boyd,4.38,1883011183,734
The American Years,Brian Boyd,4.31,0691024715,800
Laughter in the Dark,Vladimir Nabokov,3.96,0811216748,292
The Luzhin Defense,Vladimir Nabokov-Michael Scammell,3.95,0679727221,256
King  Queen  Knave,Vladimir Nabokov-Dmitri Nabokov,3.81,0141185775,275
A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.17,031235326X,928
The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.61,0312354606,484
Superman: Birthright,Mark Waid-Alfred Gough-Miles Millar-Dave McCaig-Gerry Alanguilan-Leinil Francis Yu,4.13,1401202527,287
Dark Birthright,Jeanne Treat-Jane Starr Weils,3.63,097216748X,429
Birthright (Diablo: The Sin War  #1),Richard A. Knaak,3.74,0743471229,326
Birthright,Joseph Amiel,3.86,0241115078,407
Deeds,Joseph Amiel,3.59,0747402469,583
Laura's Album: A Remembrance Scrapbook of Laura Ingalls Wilder,William   Anderson-Laura Ingalls Wilder,4.3,0060278420,80
Writings to Young Women from Laura Ingalls Wilder: On Wisdom and Virtues (Writings to Young Women on Laura Ingalls Wilder #1),Laura Ingalls Wilder-Stephen W. Hines,3.95,1400307848,113
Writings to Young Women from Laura Ingalls Wilder: On Life as a Pioneer Woman (Writings to Young Women from Laura Ingalls Wilder #2),Laura Ingalls Wilder-Stephen W. Hines,3.84,1400307856,116
A Little House Traveler: Writings from Laura Ingalls Wilder's Journeys Across America,Laura Ingalls Wilder,4.14,0060724919,352
Laura Ingalls Wilder: A Biography,William   Anderson,4.2,0060885521,256
West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder-Roger Lea MacBride-Margot Patterson Doss,3.84,0064400816,124
The Laura Ingalls Wilder Country Cookbook,Laura Ingalls Wilder-William   Anderson,4.08,0064461963,160
Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3),Laura Ingalls Wilder-Stephen W. Hines,3.89,1400307864,128
The Laughing Jesus: Religious Lies and Gnostic Wisdom,Tim Freke-Peter Gandy,3.95,140008279X,276
The Erotic Phenomenon,Jean-Luc Marion-Stephen E. Lewis,4.04,0226505367,248
The Phenomenon of Life: Toward a Philosophical Biology,Hans Jonas-Lawrence Vogel-Eleonore Jonas,4.23,0810117495,304
Down to the Bonny Glen (Little House: The Martha Years  #3),Melissa Wiley-Renée Graef,4.14,0064407144,321
Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.11,0380016362,241
Winter Days in the Big Woods,Laura Ingalls Wilder-Renée Graef,4.28,0064433730,32
Winter on the Farm,Laura Ingalls Wilder-Renée Graef-Jody Wheeler,4.13,006440692X,32
Summertime in the Big Woods,Laura Ingalls Wilder-Renée Graef,4.18,0064434974,40
Old Town in the Green Groves: Laura Ingalls Wilder's Lost Little House Years,Cynthia Rylant-Jim LaMarche,4.04,0064409902,176
Laura Ingalls Wilder's Fairy Poems,Laura Ingalls Wilder-Richard  Hull,3.97,0385325339,39
Farmer Boy (Little House  #3),Laura Ingalls Wilder-Garth Williams,4.06,0060885386,357
Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder-Garth Williams,4.18,0060885432,374
Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder-Renée Graef-Heather Henson,4.22,0064420817,80
My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins-Christina Wyss Eriksson-Mary Collier,4.05,0064462048,64
Christmas in the Big Woods,Laura Ingalls Wilder-Renée Graef,4.19,0064434877,32
Christmas In The Big Woods (Little House),Laura Ingalls Wilder-Renée Graef,4.19,0590928899,40
The Long Winter (Little House  #6),Laura Ingalls Wilder-Garth Williams,4.14,0060885424,422
A Little House Birthday,Laura Ingalls Wilder-Doris Ettlinger,4.13,006443494X,40
The Deer in the Wood,Laura Ingalls Wilder-Renée Graef,4.17,0064434982,32
The First Four Years  (Little House  #9),Laura Ingalls Wilder-Garth Williams,3.88,0060885459,126
The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,Barbara M. Walker-Garth Williams,4.14,0064460908,256
Let the Hurricane Roar,Rose Wilder Lane,3.96,0064401588,118
Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder-Garth Williams,4.18,0060885378,198
Laura Ingalls Wilder Country: The People and Places in Laura Ingalls Wilder's Life and books,William   Anderson,4.23,0613926552,120
Flowers (Eyewitness Explorers),David Burnie,4.0,0789422131,64
Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie-Don E. Wilson,4.52,0756616344,624
The Making Of Disney's Animal Kingdom Theme Park,Melody Malmberg-Walt Disney Company,4.33,0786864028,192
El Reino Animal,Sergio Ramírez,3.69,9707705736,256
Tree (Eyewitness Books),David Burnie-Peter K. Chadwick,4.07,0789458209,64
Get a Grip on Evolution,David Burnie,3.72,0737000368,192
Insects & Spiders,David Burnie,4.33,0783548818,64
The Prophet of Yonwood,Jeanne DuPrau,3.27,0375875263,289
Muhammad: A Prophet for Our Time,Karen Armstrong,4.04,0060598972,256
Prophet,Frank E. Peretti,3.94,1581345267,416
Access the Power of Your Higher Self: Your Source of Inner Guidance and Spiritual Transformation (Pocket Guides to Practical Spirituality),Elizabeth Clare Prophet,4.12,0922729360,100
Hailstones and Halibut Bones,Mary O'Neill-John Wallner,4.32,0385410786,64
The Second Sex,Simone de Beauvoir-H.M. Parshley-Margaret Crosland,4.12,1857151372,848
The Second Sex,Simone de Beauvoir-H.M. Parshley,4.12,009974421X,880
The Church and the Second Sex,Mary Daly,3.81,0807011010,231
Thomas Jefferson (Oxford Portraits),R.B. Bernstein,3.99,0195181301,253
The Jefferson Bible: The Life and Morals of Jesus of Nazareth,Thomas Jefferson,3.82,1557091846,103
Who Was Thomas Jefferson?,Dennis Brindell Fradin-Nancy Harrison-John   O'Brien,4.06,0448431459,103
The Man Who Listens to Horses,Monty Roberts-Lucy Grealy-Lawrence Scanlan,4.11,034542705X,352
Under Orders (Sid Halley  #4),Dick Francis,3.86,0399154000,308
For Kicks,Dick Francis,3.98,0425194981,292
Forfeit,Dick Francis,3.92,0425201910,256
Dead Cert,Dick Francis,3.96,0425194973,277
Rat Race,Dick Francis,3.94,0425210766,304
Reflex,Dick Francis,4.06,0425206955,304
Decider,Dick Francis,3.99,042519938X,341
Slay Ride,Dick Francis,3.79,0425196739,288
Bonecrack,Dick Francis,3.97,0425208850,304
Nerve,Dick Francis,4.02,0515123463,320
Break In (Kit Fielding  #1),Dick Francis,4.03,0425199932,320
Blood Sport,Dick Francis,3.87,0425199169,288
Straight,Dick Francis,4.04,042520846X,320
10 lb Penalty,Dick Francis,3.89,042519745X,320
Trial Run,Dick Francis,3.82,0425199835,272
Wild Horses,Dick Francis,3.91,0425196747,352
Field of Thirteen,Dick Francis,3.73,042519499X,304
Driving Force,Dick Francis,3.96,0449221393,384
Flying Finish,Dick Francis,3.93,0515125601,276
Bolt (Kit Fielding  #2),Dick Francis,4.03,0425202887,288
Come to Grief (Sid Halley  #3),Dick Francis,4.0,0425207188,384
Enquiry,Dick Francis,3.94,0425197050,272
Odds Against (Sid Halley  #1),Dick Francis,4.05,0425198006,288
Bonecrack,Dick Francis,3.97,0671428195,222
Banker,Dick Francis,4.04,0718132386,288
Whip Hand (Sid Halley  #2),Dick Francis,4.08,0425203549,304
The Dick Francis Treasury of Great Racing Stories,Dick Francis-John Welcome,3.78,0449220494,221
Come to Grief / Decider / Wild Horses,Dick Francis,4.21,0399143068,707
Odds Against,Dick Francis,4.05,0515125512,277
Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss-Bonnie Timmons,4.14,0399244913,32
Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss,3.87,1592402038,209
Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.32,1861979339,214
The Spice and Herb Bible,Ian Hemphill-Kate Hemphill,4.25,0778801462,606
Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,0393325172,459
The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.96,0393325539,168
The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian-Simon Vance,4.32,0786177837,10
Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,0060584084,372
Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,0415936845,278
Stanley Park,Timothy  Taylor,3.57,1582432902,436
Crow Lake,Mary Lawson,3.87,0385337639,324
Shadow of the Giant (Ender's Shadow  #4),Orson Scott Card,3.99,1841492051,388
Xenocide (Ender's Saga  #3),Orson Scott Card-Piotr W. Cholewa,3.79,0312861877,592
The Lost World (Jurassic Park #2),Michael Crichton,3.76,0752224417,448
The Life of Sir Arthur Conan Doyle,John Dickson Carr-Daniel Stashower,4.02,0786712341,320
The Lost World (TV Tie-in),Arthur Conan Doyle-Philip Gooden,3.92,0142002720,224
Las aventuras de Sherlock Holmes,Arthur Conan Doyle-Javier Gomez Rea,4.26,8497643658,192
The Works of Sir Arthur Conan Doyle Complete and Unabridged,Arthur Conan Doyle,4.49,0681319216,799
Wild Ducks Flying Backward,Tom Robbins,3.54,0553383531,272
Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins-Kenneth H. Blanchard-Jason Winters,4.22,0684845776,448
Robbins and Cotran Review of Pathology,Edward Klatt-Vinay Kumar,4.37,0721601944,432
Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,055337933X,445
Jitterbug Perfume,Tom Robbins,4.24,1842430351,342
West Africa,Lonely Planet-Anthony Ham-Mary Fitzpatrick-Matt Phillips-Tim Bewer-Jean-Bernard Carillet-Paul Clammer-Michael Grosberg-Katharina Lobeck-James Bainbridge,3.69,1740597710,904
Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,0345418905,224
So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,0330491237,167
The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams-Martin  Freeman,4.22,0739332074,6
Starship Titanic,Terry Jones-Marie-Catherine Caillava,3.6,2290053651,189
Dirk Gently's Holistic Detective Agency / The Long Dark Tea-time of the Soul (Dirk Gently #1-2),Douglas Adams,4.18,0517119129,436
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Douglas Adams,4.22,0330491199,180
The Hitchhiker's Trilogy (Hitchhiker's Guide  #1-5),Douglas Adams,4.4,0739410121,839
The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.32,0517599244,96
Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,4.2,2864603497,108
Point to Point Navigation,Gore Vidal,3.71,0385517211,277
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.76,1594865671,328
Palimpsest,Gore Vidal,4.0,0140260897,448
Lincoln,Gore Vidal,4.2,0375708766,672
Julian,Gore Vidal,4.19,037572706X,528
Burr,Gore Vidal,4.07,0375708731,430
Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.03,0375758739,302
Comfort Me With Apples,Ruth Reichl,4.03,0965193772,299
The Last Temptation of Christ,Nikos Kazantzakis-Peter A. Bien,4.16,068485256X,506
Her Last Temptation,Leslie Kelly,3.59,0373692285,207
The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.0,0312936915,496
The Last Temptation,Nikos Kazantzakis-Peter A. Bien,4.16,0571178561,589
Desert Dawn,Waris Dirie-Jeanne D'Haem,3.83,1844080080,240
Desert Flower,Waris Dirie-Cathleen Miller,4.13,0688172377,240
Desert Children,Waris Dirie-Corinna Milborn-Sheelagh Alabaster,3.71,1844082520,240
Desert Flower,Waris Dirie,4.13,1860497586,369
Nomadentochter,Waris Dirie,3.83,3764501383,300
Wüstenblume,Waris Dirie-Cathleen Miller,4.13,3453212614,280
L'Aube du désert,Waris Dirie-Jeanne d' Haem,3.83,2226135510,288
Die fünfte Frau (Wallander  #6),Henning Mankell,4.03,3423203668,565
The Beach,Joanna Strange,3.83,0582435676,112
The Weekenders: Travels in the Heart of Africa,W.F. Deedes-Sue Ryan-Alex Garland-Tony Hawks-Andrew O'Hagan-Irvine Welsh-Giles Foden-Victoria Glendinning,3.19,0091881803,340
The Tesseract,Alex Garland,3.22,0140258426,335
Der Strand,Alex Garland,3.93,3442449316,440
I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.68,0307264556,137
Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,0345487427,217
Touch & Feel: Animals Boxed Set,Jennifer Quasha-Deni Brown-Dawn Sirett,4.05,0789488779,36
Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis-Laura Cornell,4.15,0060245603,40
My First Word Touch and Feel,Anne Millard,3.77,0789479311,12
When I Feel Angry,Nancy Cote-Cornelia Maude Spelman,3.99,0807588970,24
Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark-Nadeem Zaidi,3.98,0786818727,10
The White Masai,Corinne Hofmann-Peter Millar,3.43,0061131520,320
Zurück aus Afrika,Corinne Hofmann,3.31,3426777177,233
The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda-Chris Sheban-Margaret Sayers Peden,4.13,0439401879,128
Ahora sabréis lo que es correr,Dave Eggers-María Victoria Alonso Blanco,3.63,8439710097,400
The Adventures of Jimmy Skunk,Thornton W. Burgess-Thea Kliros-Harrison Cady,4.13,0486280233,96
The Wanting Seed,Anthony Burgess,3.78,0393315088,288
A Clockwork Orange,Anthony Burgess-Blake Morrison,3.99,0141182601,159
A Clockwork Orange,Anthony Burgess,3.99,014027409X,160
A Clockwork Orange,Anthony Burgess,3.99,0345026241,191
Clockwork Orange,Anthony Burgess,3.99,345316413X,235
A Clockwork Orange (Stage Play),Anthony Burgess,3.82,0413735907,51
One Hand Clapping,Anthony Burgess,3.82,0786706317,224
The Doctor is Sick,Anthony Burgess,3.63,0393316025,260
Earthly Powers,Anthony Burgess,4.15,0099468646,649
Dead Famous,Ben Elton,3.64,0552999458,382
High Society,Ben Elton,3.77,0552999954,380
Past Mortem,Ben Elton,3.74,0552771236,464
Popcorn,Ben Elton,3.49,0552771848,320
This Other Eden,Ben Elton,3.72,055277183X,400
Saint-Exupéry,Stacy Schiff-Antoine de Saint-Exupéry,4.05,0805079130,560
Le Petit Prince,Antoine de Saint-Exupéry,4.3,2070513289,123
Macbeth,William Shakespeare-Linda Alchin-Antoni Cimolino-Shelagh O'Brien,3.89,0743477103,246
Macbeth,William Shakespeare-Alan Durband,3.89,0812035712,224
Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.78,0446606987,198
Death of a Gossip (Hamish Macbeth  #1),M.C. Beaton,3.72,0446607134,179
Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.82,0446614890,227
Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,0446614726,194
Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.55,0764586025,112
Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,0446608289,214
A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,0060088745,333
Who Was William Shakespeare?,Celeste Davidson Mannis-John   O'Brien,4.02,0448439042,105
Short Stories  Poems  Novels,Edgar Allan Poe,4.24,0681979852,567
Planet of the Apes,Pierre Boulle-Xan Fielding,3.93,0517209489,192
Conquest of the Planet of the Apes,John Jakes-Paul Dehn,3.71,0095132414,187
Planet of the Apes: Colony,William T. Quick,3.55,0060086211,288
Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,1569716684,80
Planet of the Apes: The Fall,William T. Quick,3.22,0060086203,288
Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,2.78,0345251679,0
Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.23,0345251229,183
Planet of the Apes: The Human War,Ian Edginton,3.32,184023380X,72
Battle for the Planet of the Apes,David Gerrold-John William Corrington-Joyce Hooper Corrington,3.67,0891901639,158
The War of the World: Twentieth-Century Conflict and the Descent of the West,Niall Ferguson,4.04,1594201005,808
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,0307346609,342
The War of the Worlds,H.G. Wells-Arthur C. Clarke,3.81,0375759239,192
The Second World War: A Complete History,Martin  Gilbert,4.19,0805076239,928
World War II: 4 139 Strange and Fascinating Facts (Strange & Fascinating Facts),Don Mccombs-Fred L. Worth,3.59,0517422867,659
A Short History of World War II,James L. Stokesbury,3.93,0688085873,416
The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.13,0517052253,0
Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,0486215318,320
The Invisible Man,H.G. Wells,3.63,0439574277,208
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-Anne Perry-Maria Buitoni Duca-Sidney Paget,4.1,0451528018,256
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-David Timson,4.1,9626343346,5
The Hound of the Baskervilles,Arthur Conan Doyle-Pam Smy,4.1,0763630640,272
Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel-Arthur Conan Doyle,4.51,1596792507,237
Jamie's Italy,Jamie Oliver-David Loftus-Chris Terry,4.0,1401301959,320
Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver-Marion Deuchars-David Loftus-Chris Terry,4.07,1401301940,336
Jamie's Kitchen,Jamie Oliver,3.89,0141010371,336
The Walls of Spyte,Dave Morris-Oliver Johnson-Jamie Thomson,4.33,034049168X,304
Lord of the Shadows (Cirque Du Freak  #11),Darren Shan,4.22,0316156280,220
The Lake of Souls (Cirque du Freak #10),Darren Shan,4.19,0316016659,272
Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.0,0439286069,169
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,0142002267,372
Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.17,0316905747,208
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk-The Voice of the Martyrs,4.2,1577780728,383
Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,0316000957,202
Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James-Mary E. DeMuth-Tracey Lawrence-Elizabeth Jusino,4.11,0446695602,320
Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.05,1577782089,184
Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,0823016625,144
Jesus Freaks,Andre Duza,3.67,0976249871,390
Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin-Lindsey Johnston,3.57,1588993000,184
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein-Sara Quin,4.03,1583227202,234
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,0767916034,222
I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,0806527285,288
Holidays on Ice,David Sedaris,3.93,0316779237,134
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.2,1592289444,256
The Long Walk,Richard Bachman-Stephen King,4.11,0451196716,370
Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela-Kofi Annan-Danny Glover,4.33,1586216880,6
Long Walk To Freedom (Volume 1: 1918-1962),Nelson Mandela,4.35,0349116024,497
Long Walk to Freedom (Volume 2: 1962 - 1994),Nelson Mandela,4.39,034911630X,450
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,0553813536,496
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,0385602731,447
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch-Peter Putnam-Joseph Reese Strayer,4.04,0394705122,224
Charles Dickens as a Legal Historian,William Holdsworth,3.67,1886363064,166
The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.86,0226348180,498
What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,3.29,0312182627,169
La historiadora,Elizabeth Kostova,3.78,8495618877,699
The Historian,Elizabeth Kostova-Paul Michael-Justine Eyre,3.78,1415929017,26
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,140004684X,320
In a Dry Season (Inspector Banks  #10),Peter Robinson,4.12,0380794772,480
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff-Nora Harlow-Jill M. Singleton-Barrie D. Coate-Kristine Sandoe,4.33,0975323113,336
In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val-National Geographic Society,4.25,079227363X,504
Portrait in Death (In Death  #16),J.D. Robb,4.38,0749934425,354
Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,1584281340,124
Le Portrait de Dorian Gray,Oscar Wilde-Michel Etienne-Daniel Mortier,4.07,2266082655,645
The Portrait of Dorian Gray: Teacher's Book,Elizabeth  Gray,3.88,1842163868,32
The Portrait of Dorian Gray,Oscar Wilde-Elizabeth  Gray,4.07,1842161903,51
The Picture of Dorian Gray,Oscar Wilde-Donald L. Lawler,4.07,0393955680,462
The Picture of Dorian Gray,Oscar Wilde-Michael Gillespie,4.07,0393927547,517
The Picture of Dorian Gray,Oscar Wilde-Joseph Bristow,4.07,0192807293,229
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh-Philip Khuri Hitti-Richard W. Bulliet,3.92,0231121253,265
Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.37,0486218430,176
The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.36,074326407X,333
Ballet Class,John         Green-Caroline Denzler,3.64,0486296385,48
NYC Ballet Workout,Peter Martins-Paul Kolnik-Richard Corman-Howard  Kaplan,4.0,0688152023,208
The Illustrated Book of Ballet Stories (with CD),Barbara  Newman-Gill Tomblin-Darcey Bussell,4.09,0789460971,64
Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss-Veronica Bennett,4.06,0448435365,144
Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.05,0448437694,144
The Barefoot Book Of Ballet Stories,Jane Yolen,4.22,1841482641,96
Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.86,0448442515,144
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine-Francis Mason,4.0,0385033982,560
Ballet for Dummies,Scott Speck-Evelyn Cisneros,3.99,0764525689,348
Time for Ballet,Adèle Geras-Shelagh McNicholas-Adèle Geras,3.71,0803729782,32
Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,3.62,0415942578,368
Angelina's Ballet Class,Katharine Holabird-Helen Craig,3.92,044844013X,24
San Francisco Ballet at Seventy-Five,Janice Ross-Allan Ulrich-Brigitte Lefevre,4.33,0811856984,188
Save D.A.D. (Scrambled Legs  #6),Jahnna N. Malcolm,3.25,0590428896,134
Ballet and Modern Dance (Second Edition  Revised),Susan Au,3.69,0500203520,224
Teaching Classical Ballet,John               White,4.47,081301395X,200
Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.7,0970016409,160
Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.52,0970016417,160
Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,3.4,0590428888,135
The Books in My Life,Henry Miller,3.81,0811201082,327
The Smoke Jumper,Nicholas Evans,4.06,0440235162,576
La casa de los espíritus,Isabel Allende,4.22,9500717638,456
Zorro,Isabel Allende,3.76,0739461508,390
La casa de los espíritus,Isabel Allende,4.22,9871138903,456
Last Chance Saloon,Marian Keyes,3.8,0060086246,528
Anybody Out There? (Walsh Family  #4),Marian Keyes,3.91,0060731303,456
Watermelon (Walsh Family  #1),Marian Keyes,3.78,0099489988,520
Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.94,0060090383,578
Lucy Sullivan Is Getting Married,Marian Keyes,3.76,0060090375,640
Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,3.81,0060787031,368
No Dress Rehearsal,Marian Keyes,3.3,1902602323,79
Fullmetal Alchemist  Vol. 10 (Fullmetal Alchemist  #10),Hiromu Arakawa-Akira Watanabe,4.6,1421504618,200
Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa-Akira Watanabe,4.56,1421501759,200
The House of the Spirits,Isabel Allende-Magda Botin,4.22,0552995886,491
The House of the Spirits,Isabel Allende-Magda Bogin,4.22,0553383809,448
